content,subsections
"MCR received alarm 003, D-3 ""MAIN STACK RAD MONITOR TROUBLE/BYPASS"". The ""OPER"" lights are out on RI-0-17-050B. Operations to perform AO 63E.1-2 in accordance with ARC.",['10 CFR 50.72(b)(3)(xiii)']
"IR# 1635618, CDBI: INADEQUATE PROCEDURAL GUIDANCE OF A DESIGN ASSUMPTION, was created on 3/19/2014 to document a condition where design assumptions in a calculation did not align with procedural direction / guidance. This issue identified that the Engineering calculation PM-620 utilizes an RHR flow rate of 9050 gpm (assuming one RHR pump in service) to the vessel in determining maximum opening differential pressure across the MO-2(3)-10-039A(B) valves. The calculation assumes that opening the MO-39A(B) valve (to place torus cooling in service) occurs with the pump off or with at least 9050 gpm being pumped to reduce pressure seen by the MOV. The scenario of interest is the small break LOCA without reaching -160"" RWL. The timeline is as follows: -Small break LOCA resulting in 2# in the drywell. -HPCI maintains level above -160"". -OPS places torus cooling in service. -Rx continues to depressurize to 450 #. -RHR pumps start and system re-aligns for LPCI upon reaching 450# (2# drywell already received). -5 minute timer for MO-2(3)-10-154A(B) times out. -Rx pressure is below 450# but still above RHR shut off head. -OPS attempts to place torus cooling in service iaw AO 10.8-2(3) Section 4.1. Not all Operations procedures address ensuring that an RHR pump is secured prior to opening MO-39A(B). Since RHR pumps could be running without injection and MO-2(3)-10-039A(B) is not designed to open against this dp (per calculation), it does not open when the switch is taken to open. When the Operations SRO performed a review of IR# 1635618, the SRO did not identify any non-conforming condition while considering current operability of the U2 and U3 MO-39A(B) for current plant conditions and did not determine that any of the 4 MO-39s were inoperable. It was reviewed only from the viewpoint that this was a procedural issue in relationship to the calculation and not reflective of a component inoperability. The potential for an impact post accident was not taken into account. This operability review was independently reviewed by a second SRO. Operations also entered into the IR review that Operations personnel are trained during simulator training that the MO-39 valves are not to be operated while an RHR pump is in service due to the DP concerns. In addition, actions to revise the procedures identified as deficient were not immediately revised or TCd. This was completed on 3/20/2014. The NRC's concern is that when OPS is directed to open MO-2(3)-10-039A(B) to place torus cooling in service IAW AO 10.8-2(3) (or other procedures that direct opening MO-2(3)-10-039A(B)) the valve would not open since it is not designed to open against pump shutoff (or min flow) head. NRC contention is since the valve may not open on demand it should be considered inoperable. (The valve must be capable of opening under all accidents it is credited for). This condition, if proved that the valves would not meet the requirements to open under all credited accidents, would be reportable as an event or condition that could have prevented fulfillment of a Safety Function, due to both subsystems of Torus Cooling, Torus Sprays and Drywell Sprays being affected for both U2 and U3. Based on actions taken by Operations to address the concern with MO-2(3)-10-039A(B), this condition has been addressed with respect to current operability. A past operability evaluation (OPDC) is being performed to document that the valve would have indeed been capable of opening under these conditions (for past 3 years only). Reference IR# 1635618-04.",['10 CFR 50.72(b)(3)(v)(A)']
"Further analysis of OPEX ENS 49875 may be warranted for the following issue: ""A review of industry operating experience regarding the impact of unfused Direct Current (DC) ammeter circuits in the control room has determined that a similar condition is applicable to the Waterford 3 Nuclear Station resulting in a potentially unanalyzed condition with respect to requirements. The original plant wiring design and associated analysis for an ammeter measuring current from the train AB Class 1E battery to its associated power distribution panel does not include overcurrent protection features to limit the fault current and is routed through multiple fire areas. The ammeter is located on the train AB power distribution panel in the train AB switchgear room. ""In the postulated event, a fire could cause one of the ammeter wires to short to ground. Simultaneously, it is postulated that the fire could cause another DC wire from the opposite polarity on the same battery to also short to ground. This could cause a ground loop through the unprotected ammeter wiring. This event could result in excessive current flow (i.e., heating) in the ammeter wiring to the point of causing a secondary fire in the raceway system. The secondary fire could adversely affect safe shutdown equipment and potentially cause the loss of the ability to conduct a safe shutdown as required by requirements. ""There is no effect on plant operation. Fire watches have been implemented for affected areas of the plant as an interim compensatory measure."" According to review of drawings it appears ammeters for the DC system come directly off a shunt with no protection at TMI. There could be a concern.",['10 CFR 50.72(b)(3)(ii)(B)']
Switch 2-0261-2R found o.o.t and tech spec. tolerance. tolerances are: as founds( 230.4-249.6 ) as lefts (236-244) tech spec <= 259.2 Switch data as found 264.0 Switch data as left 243.1,['10 CFR 50.72(b)(3)(v)(A)']
"Please review the below for applicability to your department. This was identified as required by MRC. Braidwood 2014-07-01 7:15 AM #312098 Plant Event Notification on Emergency Planning Sirens Status: OE - No Equipment Involved - Study Final Complete Last Updated: 2014-07-03 1:51 PM Significance: None Selected Abstract: At approximately 0715 (CDT) on 7/1/2014, during the daily morning test, Braidwood Generating Station experienced Offsite Alert and Notification System (ANS) failure of sirens BD10 and BD13 due to a loss of power to the sirens. Loss of power to the sirens was due to the adverse weather conditions experienced on the evening of 6/30/2014. Siren BD10 provides coverage for 20% of Braidwood's Emergency Planning Zone (EPZ) population and siren BD13 provides coverage for 14.1% of the Braidwood EPZ population. The cause of the event was a power outage due to adverse weather conditions. There were no consequences to the operating units. Recommended for Review By: Emergency Preparedness Staff Licensing Staff Operations Staff Lessons Learned Summary: Weather or Environmental Condition - Weather Tested and Restored to Service Actions to Prevent Recurrence not Needed Event Summary: The failure of the sirens resulted in the loss of the capability to alert a large segment of the population in the EPZ (34%) for more than 1 hour. Per NEI 13-01, Rev 0, a large segment of the population in the EPZ should be taken to mean approximately 25% of the total EPZ population. Immediate actions taken included placing a portable generator online to restore siren BD10 at 1015 CDT on 7/1/2014. ComEd is currently in the area attempting to restore normal power. Proposed long term corrective actions including an upgrade to the sirens to contain a battery backup are being evaluated. The licensee has notified the NRC Resident Inspector. The county emergency managers (for Will County - for siren] BD10 and Grundy County - for siren] BD13) are aware of the siren outage and the requirements to initiate mobile route alerting (FEMA approved backup) if required. Cause Summary: The cause of the loss of power to the sirens was adverse weather conditions. Corrective Action Summary: Temporary power was provided to siren BD10 at 10:15 on 7/1/14. The power was restored to siren BD10 on 7/1/14 at 1120. The power was restored to siren BD13 on 7/2/14 at 1145. Event Type: Emergency Preparedness Consequence - Public or Worker Protection Deficiency Unit Consequence: Industrial Safety Consequence: Radiological Consequence: Level of Investigation: Unit Description: Braidwood USA Cause and Corrective Actions: Cause Weather Weather or Environmental Condition Lessons Learned: Corrective Actions Tested and Restored to Service Lessons Learned: Actions to Prevent Recurrence Actions to Prevent Recurrence not Needed Lessons Learned: Other Trend Codes: Process/Program Codes (General Area . Does Not Imply Cause): Emergency Preparedness Notification Repeat Of: Complicated By: User Defined Tags: Technical Contact: Abbas, Murtaza - Murtaza.abbas@exeloncorp.com - 815-417-2816 Senior Regulatory Specialist Start Date/Time: End Date/Time: 2014-07-01 7:15 AM 2014-07-01 11:45 AM",['10 CFR 50.72(b)(3)(viii)(F)']
"On 07/19/2014 at 20:10, a live Kemp's Ridley sea turtle was retrieved from Bay 5 of the Dilution Plant Structure. It was first observed at 20:00 while performing turtle tour. Intake temperature was 79.0 degrees F (26.3 degrees C) during an outgoing tide. The turtle was retrieved via the turtle rescue net. The Dilution Grates were previously raked at 15:17 on 07/19/2014. The previous turtle tour of the Dilution Plant Structure was performed at 16:45 on 07/19/2014. The turtle had significant injuries to its head/mouth and shell. The injuries are consistent with a boat propeller. However, the turtle seemed energetic. ENS Notification to the NRC Operations center completed for 4 hr non-emergency notification SAF 1.9. Notification made to D. Norwood. NMFS Endangered Species Coordinator was notified via voice message and turtle was picked up at 21:40 07/19/2014. Notified Jack Bills from Environmental and Erica Libra from Chemistry. Executed procedure 106.12, Sea Turtle Surveillance, Handling, and Reporting Instructions.",['10 CFR 50.72(b)(2)(xi)(S)']
Notified NRC via ENS notification 50289 of planned maintenance on the TSC ventilation system. The TSC outage is reportable per SAF 1.10. TSC ventilation is scheduled to be completed within 48 hours.,['10 CFR 50.72(b)(3)(F)']
"On 7/28/14 while performing 636.4.013 EDG-2 LOAD TEST, just before performing step 6.23.3 (POSITION the EDG 2 NORMAL START switch to STOP position and return to NORM position), alarm T-6-f ""EDG 2 ENGINE TEMP HI"" was received at 05:09:07. Immediately after T-6-f was received, step 6.23.3 was performed and EDG 2 NORMAL START switch was taken to STOP. Automatic shutdown of EDG #2 was initiated as designed by performing step 6.23.3. Alarm T-4-f ""EDG 2 DISABLED"" was received at 05:10:07. In accordance with RAP T-6-f, ""If in peaking mode, 60 seconds later, disable alarm annunciates and automatic shutdown is initiated"". Operator was currently in the field and reported that cooling fan belt fell off pulley. Louvers were open. During operation and after one hour run at full load, step 6.22.6 indication TI-861-1188 (Lube Oil Cooler Oil Outlet Temperature) read 188 degrees F. After the fan belt fell off, TI-861-1188 indicated 218 degrees F. Acceptable band is 120-200 degrees F. During operation and after one hour run at full load, step 6.22.7 indication TI-861-26(Lube Oil Cooler Oil Inlet Temperature) read 218 degrees F. After the fan belt fell off, TI-861-26 indicated 225 degrees F. Acceptable band is 100-220 degrees F.",['10 CFR 50.72(b)(3)(v)(R)']
"During Installer walkdown to support Unit 3 HPSW cross-tie modification (ECR-13-00134), it was discovered that two cables from separate channels (ZC3B3883 and ZA0B9712D) going through the Junction Box J2211 are not physically separated via a barrier as required to meet the separation criteria. A physical barrier is shown between the cables of the two channels on drawing 6280-E-1008 Sht 3 of 3 (coordinate B5) does not exist. The two cables go to ECT Reservoir Flow to Pump Bay Valves MO-3-48-3804A and MO-3-48-3804B.","['10 CFR 50.72(b)(3)(ii)', '10 CFR 50.72(b)(3)(v)']"
"River Bend ENS 50337 Power Reactor Event Number: 50337 Facility: RIVER BEND Region: 4 State: LA Unit: 1] ] ] RX Type: 1] GE-6 NRC Notified By: DANIEL PIPKIN HQ OPS Officer: DANIEL MILLS Notification Date: 08/02/2014 Notification Time: 03:39 ET] Event Date: 08/01/2014 Event Time: 21:42 CDT] Last Update Date: 08/02/2014 Emergency Class: NON EMERGENCY Person (Organization): NEIL OKEEFE (R4DO) Unit SCRAM Code RX CRIT Initial PWR Initial RX Mode Current PWR Current RX Mode 1 N Y 100 Power Operation 100 Power Operation 50337 - HIGH PRESSURE CORE SPRAY DECLARED INOPERABLE DUE TO TEST RETURN VALVE LEAKAGE ""River Bend Station personnel declared the High Pressure Core Spray system inoperable at 2142 CDT] on 8/1/2014. ""The High Pressure Core Spray (HPCS) system at River Bend Station includes a test return line to the Condensate Storage Tank (CST). The test return line is isolated by two motor operated valves (MOVs) with both having a safety function to close on an ECCS Emergency Core Cooling System] initiation signal to ensure that injection flow is directed to the reactor vessel. While the HPCS pump is normally aligned to the CST, the credited source of water for the pump is the suppression pool. Accordingly, the pump suction is realigned to the suppression pool on low level in the CST or when suppression pool level rises to a certain point. Station personnel identified leakage past the test return valves to the CST. In evaluating this condition, engineering personnel noted that the observed leakage past the two MOVs might be sufficient to deplete suppression pool inventory such that it would not be capable of performing its specified function for the duration of the 30 day mission time. The issue of concern is that once HPCS is aligned to the suppression pool post-LOCA, pool inventory would be lost to the CST through the leaking test return valves. ""Based on that concern, the HPCS pump suction valve from the suppression pool was disabled in the closed position to preserve pool inventory. This action caused the HPCS system to be declared inoperable at 2142 CDT]. This action results in a 14 day shutdown LCO and is reportable to the NRC. ""The HPCS pump remains available with its suction aligned to the CST. Assuming normal makeup water supplies are available, the HPCS system can be realigned to the suppression pool if necessary. ""This condition continues to be evaluated and rework options are being developed. ""The NRC Senior Resident Inspector has been notified."" PLANT OE CONTACT: MICHELLE FREEMAN (225) 381-4276",['10 CFR 50.72(b)(3)(v)(D)']
"On 08/13/2014 at 04:06, a Kemp's Ridley sea turtle was retrieved from Bay 2 of the Intake Structure while performing raking evolutions. Intake temperature was 79.2 degrees F (26.2 degrees C) in the middle of an outgoing tide. The turtle was retrieved via the intake rake. The Intake grates were previously raked at 01:12 on 08/12/2014. The previous turtle tour of the Intake Structure was performed at 00:40 on 08/13/2014 Executed procedure 106.12, Sea Turtle Surveillance, Handling, and Reporting Instructions. Environmental (Katy Houlahan)/Chemistry were notified. ENS Notification to the NRC Operations center completed for 4 hr non-emergency notification SAF 1. 9. NMFS Endangered Species Coordinator was notified via voice message.",['10 CFR 50.72(b)(2)(xi)(S)']
"As documented in IR 1695675, a 10 dpm leak was observed on ESW piping on an elbow between HV-2-33-502 and CHK-2-33-513. A graduated cylinder was used to measure the leak rate and it determined to be 3 ml/minute. Engineering evaluated the location of the piping flaw and determined that Code Case N-513-3 was not applicable since the flaw existed on an elbow. As a result, both trains of Emergency Service Water (ESW) System were declared inoperable on Unit 2 and Unit 3 at 1300 hours on Saturday, August 23, 2014. An ENS call was made to the NRC at 2019 hours, as an event or condition that could have prevented the fulfillment of the safety function of systems that are needed to shut down the reactor and maintain it in a safe shutdown condition, remove residual heat and mitigate the consequences of an accident. The above referenced IR will track the Operability Determination and Repairs. The purpose of this IR is to document the regulatory processes followed and to track the remaining regulatory actions. On August 23, 2014, a Notice of Enforcement Discretion was processed in accordance with LS-AA-117-1001. This request was reviewed and approved by PORC at 1730 hours. A verbal request to NRC Region 1 was made and subsequently granted at 1922 hours. A followup written request is required to be submitted to the NRC by 8/26/14. This NOED granted an extension to the 12 hour shutdown Tech Spec 3.7.2 to allow the station to submit a Relief Request for approval to utilize ASME Code Case N-513-3 for this leak on the elbow. This relief request was submitted on 8/24/14 at 1157 hours. If NRC approval is not granted, the LCO 3.7.2 48 hour extension expires at 0100 on 8/26/14. If approval is granted, an operability determination utilizing the NRC approved ASME code case for this elbow is required.",['10 CFR 50.72(b)(3)(v)']
"Brief Description: APPENDIX R UNANALYZED DC CIRCUIT FROM THE BATTERY AND BATTERY CHARGER AMMETER GOING TO THE CONTROL ROOM FOR A FIRE IN UNIT 1 CABLE SPREADING ROOM (CSR) WHICH COULD ALSO CAUSE A SECONDARY FIRE IN THE UNIT 2 CSR. Detailed Description: APPENDIX R AS A RESULT OF RECENT INDUSTRY OPERATING EXPERIENCE (OE 305419, EN 49411) AT PALO VERDE REGARDING THE IMPACT OF UNFUSED DIRECT CURRENT (DC) AMMETER CIRCUITS IN THE CONTROL ROOM AND AS DISCUSSED IN CR-2013-008020, CALVERT CLIFFS PERFORMED A REVIEW OF AMMETER CIRCUITRY. THE SPECIFIC FUSE ISSUE AT PALO VERDE WITH SHORTING ACROSS THE DC BUS DOES NOT OCCUR FOR CALVERT. HOWEVER, THERE IS AN APPENDIX R AND NFPA 805 UNANALYZED CONDITION IN WHICH THE UNFUSED LENGTH OF CABLE GOING FROM THE DC BUS TO THE CONTROL FROM U2 CABLE SPREADING ROOM GOES THROUGH THE UNIT 1 CABLE SPREADING ROOM ON ITS WAY TO THE CONTROL ROOM. THE SAME EXISTS FOR THE CABLE FOR THE CHARGERS. THE REVERSE IS NOT TRUE FOR THE UNIT 1 CABLE SPREADING ROOM (EXTENT OF CONDITION REVIEWED AND NOT IMPACTED). THE COMPENSATORY ACTION WILL NEED TO BE HOURLY FIRE WATCH FOR THE U1 AND U2 CABLE SPREADING ROOM UNTIL A PERMANENT ACTION IS TAKEN TO CORRECT THE ISSUE. THE PERMANENT ACTION APPEARS TO BE A PLANT MODIFICATION TO ADD A FUSE TO THESE CABLES (6 CIRCUITS). WE HAVE ALREADY REACHED OUT TO OBTAIN ESTIMATES TO COMPLETE THIS ENGINEERING AND EVALUATING OTHER POTENTIAL SOLUTIONS. ADDITIONALLY, DAVIS BESSE, BROWNS FERRY, VC SUMMER, CALLOWAY, COMANCHE PEAK AND PALO VERDE HAVE REPORTED AND ARE TAKING SIMILAR COMPENSATORY ACTIONS. THE WIRING DESIGN FOR THE AMMETERS CONTAINS A SHUNT IN THE CURRENT FLOW FROM EACH DC BATTERY OR CHARGER. THE AMMETER WIRING ATTACHED TO THE SHUNT DOES NOT CONTAIN FUSES. IT IS POSTULATED THAT A FIRE COULD CAUSE ONE OF THE AMMETER WIRES TO HOT SHORT TO GROUND. CONCURRENTLY, THE FIRE CAUSES ANOTHER DC WIRE FROM THE OPPOSITE POLARITY ON THE SAME BATTERY TO ALSO SHORT TO GROUND. THIS WOULD CAUSE A GROUND LOOP THROUGH THE UNFUSED AMMETER CABLE. THE POTENTIAL EXISTS THAT THE CABLE COULD HEAT-UP CAUSING A SECONDARY FIRE IN THE AMMETER RACEWAY. THE SECONDARY FIRE COULD ADVERSELY AFFECT SAFE SHUTDOWN EQUIPMENT IN THE UNIT 2 CABLE SPREADING ROOM AND POTENTIALLY CAUSE THE LOSS OF THE ABILITY TO SAFELY SHUTDOWN PER THE EXISTING APPENDIX R ANALYSIS FOR THE UNIT 1 CABLE SPREADING ROOM FIRE. Extent of Condition: Identified by Comments: Immediate actions Taken: Discussed this issue with Licensing and PRA. Licensing has the reportability form drafted. The PRA group is analyzing the routing of the six cables so they can do the delta CDF to show that it is less than red.",['10 CFR 50.72(b)(3)(ii)(B)']
"Brief Description: NMPNS HAS TWO NRC SL IV VIOLATIONS AND A POTENTIAL THIRD PERFORM COMMON ON THIS TREND Detailed Description: BRIEF: NRC HAS IDENTIFIED TWO LEVEL IV TRADITIONAL ENFORCEMENT VIOLATIONS IN THE LAST 12 MONTH PERIOD FOR NMPNS. IN THE LAST 12 MONTHS THE NRC HAS IDENTIFIED FOLLOWING LEVEL IV TRADITIONAL ENFORCEMENT VIOLATIONS: NRC REVIEW OF THE HPCI EVENT NOTIFICATION ON 11/2/2012 AND SUBSEQUENT RETRACTION HAS DETERMINED THAT THE HPCI INITIATION SHOULD BE CONSIDERED A VALID ACTUATION, AND THAT THE RETRACTION WAS INAPPROPRIATE RESULTING IN A VIOLATION FOR FAILURE TO SUBMIT THE ASSOCIATED LER. THIS ISSUE IS DOCUMENTED IN CR-2013-001859 AND CR-2013-004899. FOR FURTHER DETAILS SEE NRC INSPECTION REPORT 2013-002 (SEE ATTACHED) FAILURE OF THE PROCESS ASSOCIATED WITH CHANGE TO AN OPERATING PROCEDURE N1-OP-4 IN 2009 TO IDENTIFY THE NEED FOR AN EVALUATION. THIS ISSUE IS DOCUMENTED IN CR-2012-009540, CR-2013-003478 AND 4897. FOR FURTHER DETAILS SEE NRC INSPECTION REPORT 2013-002 (SEE ATTACHED) ON AUGUST 28, 2013, AFTER AN INSPECTION ASSOCIATED WITH THE HYDROGEN BURN DURING AN ISFSI CASK WELDING, THE INSPECTOR IDENTIFIED A POTENTIAL LEVEL IV VIOLATION FOR THE STATION'S FAILURE TO MONITOR HYDROGEN AS REQUIRED BY PROCEDURE AND THE ISFSI USAR. THE HYDROGEN MONITOR IN USE WAS NOT SET UP PROPERLY LEADING TO INACCURATE READINGS. THUS, HYDROGEN MONITORING DID NOT TAKE PLACE AS REQUIRED BY S-MMP-ISFSI-004 AND THE TRANS NUCLEAR USAR. THIS ISSUE IS DOCUMENTED IN CR-2013-006840. AN INSPECTION REPORT FOR THIS VIOLATION HAS NOT BEEN ISSUED AT THIS TIME NOR HAS A FINAL DETERMINATION. NOTE THAT THE NRC MAY CHOOSE TO PERFORM A SPECIAL INSPECTION USING IP 92723, ""FOLLOW UP INSPECTION FOR THREE OR MORE SEVERITY LEVEL IV TRADITIONAL ENFORCEMENT VIOLATIONS IN THE SAME AREA IN A 12-MONTH PERIOD"" AT A PLANT THAT HAS RECEIVED THREE OR MORE TRADITIONAL SL IV VIOLATIONS IN FOUR CALENDAR QUARTERS, AND WHERE THE NRC QUESTIONS WHETHER THE LICENSEE IS REACTING APPROPRIATELY. THE PURPOSE OF THE INSPECTION IS TO LOOK AT THE COMMON CAUSE ANALYSIS PERFORMED BY THE LICENSEE, THE EXTENT OF CONDITION AND CAUSE, AND CORRECTIVE ACTIONS. THIS DECISION TO PERFORM THIS INSPECTION WILL BE MADE BY THE NRC AT THE ANNUAL ASSESSMENT IN JANUARY 2014. A COPY OF THE IP 92723 IS ATTACHED FOR USE IN THE EVALUATION OF THIS CR. THIS CR IS BEING WRITTEN TO PERFORM A COMMON CAUSE ANALYSIS. Extent of Condition: Identified by Comments: Immediate actions Taken:",['10 CFR 50.72(b)(3)(iv)(A)']
"Brief Description: REVIEW OF INDUSTRY OE HAS IDENTIFIED NMP UNIT 1 CONFIGURATION SIMILAR TO THAT DESCRIBED IN OE 305419 Detailed Description: OE305419 (ATTACHED TO THIS CR), IDENTIFIES A POSTULATED FIRE INDUCED CIRCUIT FAILURE INVOLVING UN-FUSED DC AMMETER CIRCUITS LEADING TO A POTENTIAL NON-COMPLIANCE TO AN APPENDIX R REQUIREMENTS. A REVIEW OF DC AMMETER CIRCUITS FOR THE CLASS 1E BATTERIES HAS CONCLUDED THAT SIMILAR CONFIGURATION EXISTS AT NMP UNIT 1. IN ADDITION, A PRELIMINARY REVIEW OF THE BATTERY CHARGER CIRCUITS SHOWS THAT THEY HAVE A SIMILAR CONFIGURATION TO THE BATTERY AMMETERS AND MAY ALSO BE SUSCEPTIBLE TO THE ISSUE DESCRIBED. THE FOLLOWING EXCERPT FROM THE OE DESCRIBES THE POTENTIAL APPENDIX R IMPACT: ""THE WIRING DESIGN FOR THE AMMETERS CONTAINS A SHUNT IN THE CURRENT FLOW FROM EACH DIRECT CURRENT (DC) BATTERY OR CHARGER. BOLTED ON THE SHUNT BAR ARE TWO IEEE 383 QUALIFIED LEADS TO A CURRENT METER IN THE MAIN CONTROL ROOM (MCR). THE SMALL DIFFERENCE IN VOLTAGE BETWEEN THE TWO TAPS ON THE SHUNT IS ENOUGH TO DEFLECT THE CURRENT GAUGE IN THE MCR WHEN CURRENT FLOWS FROM THE BATTERY OR CHARGER THROUGH THE SHUNT. THE AMMETER WIRING ATTACHED TO THE SHUNT (POSITIVE SIDE OF THE BATTERY) DOES NOT HAVE FUSES. IT IS POSTULATED THAT A FIRE COULD CAUSE ONE OF THESE AMMETER WIRES TO SHORT TO GROUND AT THE SAME TIME THE FIRE CAUSES ANOTHER DC WIRE FROM THE OPPOSITE POLARITY (NEGATIVE SIDE) ON THE SAME BATTERY ALSO SHORT TO GROUND. THIS WOULD CAUSE A GROUND LOOP THROUGH THE UN-FUSED AMMETER CABLE. WITH ENOUGH CURRENT GOING THROUGH THE CABLE, THE POTENTIAL EXISTS THAT THE CABLE COULD SELF HEAT TO THE POINT OF CAUSING A SECONDARY FIRE IN THE ELECTRICAL TRAY AT SOME POINT ALONG THE PATH OF THE CABLE (INCLUDING THE CONTROL ROOM) OR POSSIBLY HEAT UP TO THE POINT OF CAUSING DAMAGE TO ADJACENT CABLES THAT MAY BE REQUIRED FOR SAFE SHUTDOWN."" FOR THE GROUND FAULT HOT SHORT PHENOMENON IDENTIFIED IN THIS OE TO CAUSE A SECONDARY FIRE, ONE OR MORE ENERGIZED CONDUCTORS FROM THE SAME POWER SOURCE AS THE CIRCUIT UNDER ANALYSIS (AMMETER CIRCUIT) MUST ALSO BE SUSCEPTIBLE TO FIRE DAMAGE. ASSUMING THAT THE ENERGIZED CONDUCTORS FROM THE SAME POWER SOURCE ARE LOCATED IN THE SAME RACEWAY AS THE AMMETER CABLES/CONDUCTORS, THE LIKELIHOOD OF A VIABLE CONDUCTION PATH THROUGH A GROUNDED SURFACE IS EXTREMELY REMOTE DUE TO THE FOLLOWING: A. REQUIRES GROUND FAULT HOT SHORTS ON TWO DIFFERENT CABLES FROM THE SAME BATTERY SOURCE WITHOUT MAKING INTRA-CABLE (INTERNAL CONDUCTOR CONTACT WITHIN THE SAME CABLE) ELECTRICAL CONTACT (I.E. NOT RESULTING IN A POSITIVE TO NEGATIVE SHORT THAT WOULD OPEN THE FUSE SUPPLYING THE FAULT CURRENT). B. IN ORDER FOR THIS TO OCCUR A BOLTED FAULT TO THE RACEWAY MUST BE PRESENT ON THE SOURCE AND TARGET CONDUCTORS SUCH THAT SUFFICIENT CURRENT PASSES THROUGH THE GROUND PLANE. C. SINCE THE CABLE TRAYS AT UNIT 1 ARE FULL IT IS UNLIKELY THAT A BOLTED FAULT BETWEEN THE TARGET (AMMETER CABLE) AND THE SOURCE CABLE WOULD OCCUR WITHOUT ANY OTHER ADJACENT CABLES WITHIN THE RACEWAY EXPERIENCING THE SAME FAULT. AT NMP1, IN FIRE AREAS WHERE THE CABLES ASSOCIATED WITH THE AMMETERS ARE ROUTED, THE FIRE AREAS ARE EQUIPPED WITH DETECTION AND AUTOMATIC SUPPRESSION. THE POSTULATED FIRE INDUCED CIRCUIT FAILURE AND THE RESULTANT FIRE SCENARIO IN THE OE IS NOT CONSIDERED A LIKELY SCENARIO. THE GROUND FAULT HOT SHORTS IN THE DC CIRCUITS ARE CONSIDERED A ""PLAUSIBLE"" CIRCUIT FAILURE BY THE PIRT GROUP (THE INDUSTRY WORKING GROUP WHO IS EVALUATING THE RESULTS FROM THE DESIREE FIRE TESTING). HOWEVER, THE CIRCUIT FAILURE TYPE IDENTIFIED IN THIS OE WAS NOT OBSERVED OR WITHIN THE SCOPE OF THE DESIREE FIRE TESTING AND IS NOT SPECIFICALLY ADDRESSED IN THE PIRT FINAL REPORT. THE AMMETERS DISCUSSED IN THIS CR ARE CONSIDERED SAFETY RELATED HOWEVER THEY DO NOT PERFORM ANY ACTIVE SAFETY RELATED FUNCTION AND THEREFORE ARE FOR INDICATION ONLY. THE AMMETERS ARE NOT CREDITED FOR SAFE SHUTDOWN OF THE PLANT IN EITHER THE APPENDIX R OR NFPA 805 LICENSING BASIS. FOR NMP UNIT 1 DUE TO THE CONTROL ROOM BEING A CONTINUOUSLY MANNED AREA, A FIRE WOULD BE DETECTED IN THE INCIPIENT STAGE OF FIRE PROPAGATION. THE FIRE WOULD BE IMMEDIATELY DETECTED AND SUPPRESSED. THERE IS A LIMITED AREA OF CONCERN FOR THE CABLE RUNS OUTSIDE THE CONTROL ROOM; THESE CABLE TRAYS HAVE DEDICATED FIRE SUPPRESSION AND DETECTION. THEREFORE IF A FIRE WERE TO OCCUR, IT WOULD BE PROMPTLY DETECTED AND SUPPRESSED. CABLE TRAYS ARE ALSO COATED WITH FLAMASTIC IN THE AREA SURROUNDING THE SAFETY RELATED BATTERY BOARDS WHICH PREVENTS FIRE PROPAGATION IN THIS AREA. HOWEVER, THESE CABLES WERE NOT INCLUDED IN THE ORIGINAL APPENDIX R ANALYSIS AND REPRESENT AN UNANALYZED CONDITION. Extent of Condition: Identified by Comments: Immediate actions Taken: Notified Supervision, initiated condition report.",['10 CFR 50.72(b)(3)(ii)(B)']
"Brief Description: REACTOR SCRAM OCCURRED WHILE INSTALLING INSTRUMENT RACK WARNING TAGS PER WORK ORDER C92589161 Detailed Description: WHILE INSTALLING INSTRUMENT RACK WARNING LABELS ON INSTRUMENT RACK 2CES*RAK004 PER MINOR MAINTENANCE WORK ORDER C92589161 TO ADDRESS CAT. 1 CR-2012-003778 ENHANCEMENT ACTION, A FULL REACTOR SCRAM OCCURRED. UNIT 2 WAS AT APPROXIMATELY 97% POWER WHEN THE SCRAM OCCURRED. JUST PRIOR TO THE REACTOR SCRAM, AN EXISTING TAG WAS BEING REMOVED FROM 2CES*RAK004 COMMON DRAIN VALVE A4 BY I&C TECHNICIANS. WHILE CUTTING THE TAG OFF DRAIN VALVE A4, THE WIRE CUTTER TWISTED AND EITHER ""RANG"" THE A4 DRAIN LINE TRANSMITTERS OR SLIGHTLY CRACKED OPEN THE A4 T-HANDLE DRAIN VALVE CAUSING THE PERTIBATION. IT APPEARS THE DIVISION I REDUNDANT REACTIVITY CONTROL ARI INADVERTENTLY INITIATED FROM REACTOR WATER LOW-LOW LEVEL 2 TRANSMITTERS 2ISC*LT8A AND 2ISC*LT8B RESULTING IN A TRIP OF THE REACTOR RECIRCULATION PUMPS AND SUBSEQUENT REACTOR SCRAM. IN ADDITION RCIC INITIATED ON A REACTOR WATER LOW-LOW LEVEL 2 CONDITION FROM LEVEL TRANSMITTERS LOCATED ON 2CES*RAK004. THE INVESTIGATION AS TO ACTUAL REACTOR SCRAM SIGNALS, THEIR CAUSE, AND PLANT RESPONSE IS IN PROGRESS. Extent of Condition: Identified by Comments: Immediate actions Taken: Shift Manager notified. OCC has been staffed. A human performance prompt investigation per CNG-HU-1.01-1000 has been initiated. Fitness For Duty and Fatigue Management assessments were performed for the individuals involved with this event in accordance with CNG-SE-1.01-1002.",['10 CFR 50.72(b)(2)(iv)(B)']
