content,subsections
"On June 9, 2018, at 1240 hours, Quad Cities Nuclear Power Station (QCNPS) main turbine Main Stop Valve number 1 (MSV1) failed to provide the appropriate Reactor Protection System (RPS) relay actuations during periodic surveillance activities. The associated limit switch failed to properly actuate relays in subchannels of both the A and B RPS Trip System channels. Operations entered Technical Specification (TS) 3.3.1.1. Condition B due to one inoperable channel in each trip system. Fuses associated with the subchannels in both the A and B RPS channels were removed to meet the TS Action Statement. The limit switch was replaced on June 10, 2018, and associated RPS channels were tested satisfactory at 0538 hours. Switch inspection indicated occasional binding. Additional causal evaluation is in progress and results will be provided in a supplement. The safety significance of this event was minimal. The associated RPS logic requires signals from 3 of 4 valves, and the other 3 valves were providing proper signals per surveillance results. All other RPS inputs were functional. This report is submitted in accordance with the requirements for a single condition that caused two independent channels to become inoperable in a single system designed to shut down the reactor and maintain it in a safe shutdown condition.",['10 CFR 50.73(a)(2)(vii)']
"On 1/16/15 irradiated fuel was being moved in the Salem Unit 1 Fuel Handling Building in support of fuel sipping activities. The Fuel Handling Building low differential pressure alarm was locked in and Fuel Handling Building ventilation system operability was being monitored via local indication as permitted by station procedures. While fuel was being moved the local differential pressure indicator oscillated between negative and slightly positive. Fuel movement was not secured as required by Technical Specification when negative building differential pressure was not maintained. A causal evaluation is in progress to review this event. The results of this evaluation with respect to this event will be published in a supplement to this LER. This report is made in accordance with ""Any operation or condition which was prohibited by the plant's Technical Specifications ... "" and with ""Any event or condition that could have prevented the fulfillment of the safety function of structures or systems that are needed to control the release of radioactive material ... ""","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(C)']"
"On March 14, 2021, at 1315 Central Daylight Time (CDT), Arkansas Nuclear One Unit 1 (ANO-1) was manually tripped due to an indicated degraded voltage and momentary loss of the non-vital 4160VAC bus A-2. Degraded voltage of the non-vital 4160VAC bus A-2 resulted in de-energizing the vital 4160VAC bus A-4. All systems responded as designed and the plant was stabilized in MODE 3 (Hot Standby). The cause of this event was a bent primary moveable contact in the 4160VAC Non-Vital bus A-2 Potential Transformer (PT) drawer. The damage to the primary moveable contact was corrected and repaired. The most likely cause was the ANO-1 Stator Drop accident in 2013 and subsequent repair of the 4160VAC Non-Vital bus A-2. There were no consequences to the general safety of the public, nuclear safety, industrial safety, or radiological safety. No radiological releases occurred due to this event.",['10 CFR 50.73(a)(2)(iv)(A)']
On August 2  2012  at 1232 hours Central Daylight Time  the Browns Ferry Nuclear Plant (BFN)  Unit 2  Main Control Room placed the Standby Gas Treatment (SGT) Train C relative humidity heater into service which resulted in an Annunciator Alarm  SGT C Filter Bank Heater Element Power Lost. Troubleshooting identified the 2A Motor Control Center (MCC) breaker bucket containing the associated breaker was misaligned resulting in poor contact with the C phase of the electrical supply bus. It was identified that only the top retaining device  out of the two required retaining devices  used to secure the breaker bucket in the cubicle  was installed in the MCC. On August 3  2012  a spare retaining device was installed to replace the missing device. It could not be determined that the SGT Train C relative humidity heater would have functioned properly during a seismic event without the bottom retaining device. Therefore  SGT Train C was concluded to have been inoperable from September 12  2011  when the breaker bucket was removed for preventive maintenance  to August 3  2012  when the bottom retaining device was installed. The causal analysis for this event is ongoing. Upon completion of the causal analysis  the Tennessee Valley Authority will submit a supplement to this Licensee Event Report.,['10 CFR 50.73(a)(2)(i)(B)']
"On December 11, 2020, at 1204 CT, while operating in MODE 1 at 100 percent power, Grand Gulf Nuclear Station experienced an Automatic Reactor Scram after a main turbine and generator trip. All Control Rods fully inserted and there were no complications associated with the Scram. All systems responded as designed and the plant was stabilized in MODE 3. The direct cause of the generator and turbine trip was while adding makeup water to the primary water system, the Operator misdiagnosed the response of the Leakage Water Return Valve and closed the valve manually. This led to a trip of the main turbine when the primary water system tank level lowered to the trip setpoint of 78 percent. Primary water is non-radioactive, ultra-purified water circulated to and from the generator to cool the generator stator, bushings, and rotor. The root causes for this event were: 1) Entergy Engineering Leadership established a design for the Leakage Water Return Valve control logic which was not fully understood and 2) the operating crew lacked adequate knowledge of the Primary Water System to control and stabilize the leakage water standpipe level. To preclude repetition, continuing training on the Primary Water system will be provided to GGNS License Operator and Non-License Operator. Entergy's procedure EN-HU-104, Technical Task Risk and Rigor, was revised, requiring a detailed table listing generation risk parameters being revised for engineering changes with high generation risk. Corrective actions included revising the primary water system operating procedure with specific instructions for local manual standpipe level control. There were no consequences to the general safety of the public, nuclear safety, industrial safety, or radiological safety. No radiological releases occurred due to this event.",['10 CFR 50.73(a)(2)(iv)(A)']
"On July 10, 2012, the alternate power supply for the Browns Ferry Nuclear Plant Unit 2 480V reactor motor operated valve (RMOV) board 2E was declared inoperable for performance of preventive maintenance (PM) activities. During these PM activities, the alternate feeder breaker was racked in and out of the cubicle. When the alternate feeder breaker was racked in after performance of PM activities, the manual trip pushbutton remained in the depressed position. On July 19, 2012, while preparing to perform PM activities, the 480V RMOV board 2E failed to manually transfer to its alternate power supply. Operations discovered the alternate feeder breaker manual trip pushbutton in the depressed position. The alternate feeder breaker would not close with this manual trip pushbutton in the depressed position. As a result, the 480V RMOV board 2E would not manually transfer and would also not have automatically transferred to its alternate power supply. The root cause was a process failure to provide positive verification that the critical aspects of the alternate feeder breaker were acceptable before the alternate feeder breaker was returned to service. The corrective action to prevent recurrence was to revise the operating instruction to provide verification that the manual trip pushbutton returned from the depressed position after racking in the alternate feeder breaker.",['10 CFR 50.73(a)(2)(i)(B)']
"At 1408 on September 18, 2015, James A. FitzPatrick Nuclear Power Plant (JAF) was operating at 100 percent power when differential pressure of the Secondary Containment Reactor Building exceeded a Technical Specification requirement. The requirement is for the Secondary Containment to have a >/= 0.25 inch of vacuum water gauge compared to the external environment. During this event, Reactor Building differential pressure decreased below 0.25 inch of vacuum water gauge for approximately 3 minutes. This event was caused by the Refuel Floor Exhaust fan 'A' discharge damper 66AOD-106A going partially closed with concurrent failure of the associated fan discharge damper position indicating switch 66PNS-106A1. This resulted in obstructing exhaust flow from the Reactor Building. To correct the condition, the standby exhaust fan was placed in service. When Secondary Containment did not meet the Technical Specification Surveillance Requirement 3.6.4.1.1 for differential pressure, the Limiting Condition of Operation (LCO) was not met. Therefore, Secondary Containment was Inoperable. Restoration of the LCO was completed within the allowed action completion time.",['10 CFR 50.73(a)(2)(v)(C)']
On Sunday September 4 2022 at approximately 1638 hours with reactor power at 0% Nine Mile Point Unit 2 (NMP2) experienced a Reactor Protection System (RPS) Actuation on RPV Low Water Level (Level 3) of 159.3 inches. At the time of the RPS Actuation the reactor was already in a shutdown condition with all rods fully inserted. The Level 3 condition also initiated an isolation signal to Groups 4 and 5 Primary Containment Isolation valves which were already closed. Operators took action to restore RPV water level to the normal operating band. The cause of this event is under investigation and a Supplemental Report is planned for submittal by December 20 2022. The event described in this LER is documented in the plant's Corrective Action Program (CAP) as IR 04520704.,['10 CFR 50.73(a)(2)(iv)(A)']
"On Saturday, February 23, 2019, Grand Gulf Nuclear Station (GGNS) experienced an unplanned automatic reactor shutdown without complications. This shutdown was initiated by the Reactor Protection System (RPS) as a result of a main generator lockout when the Generator Protective Relays responded to a negative phase sequence condition. All systems responded as designed. The negative phase sequence protection scheme set-point was changed (reduced from 9 percent to 5 percent) during the 2018 refueling outage as part of the new main generator protective relay modification. The new set-point was exceeded resulting in the main generator trip. The direct cause of the trip was the negative phase sequence protection scheme 5 percent set-point for the Generator Protective Relays was exceeded. The cause has been determined to be the failure to ensure systematic and rigorous control of the configuration change process. Corrective actions include returning the negative phase sequence relay set-point back to 9 percent and establishing an audible alarm to alert the control room staff of any of the Generator Protective Relays approaching a protective scheme set-point. Planned actions include the development and implementation of improved standards for overseeing and controlling engineering rigor during the design change process. There were no consequences to the general safety of the public, nuclear safety, industrial safety and radiological safety for this event.",['10 CFR 50.73(a)(2)(iv)(A)']
"On 4/12/2016 at 0312 CDT with Unit 1 (U1) at 100 percent power and Unit 2 (U2) in Mode 5, the U2 supply breaker for 1-2R 600V Load Center (LC) was racked out and the control power fuses removed for both U2 supply breaker and U1 supply breaker to support replacing an agastat relay on the U2 supply breaker. On 4/13/2016 at 0456 CDT the U1 supply breaker for the 1-2 R 600V LC tripped open when the control power fuses were restored and would not reclose. Technical Specifications (TS) 3.8.9 Condition A was entered for Unit 1 at 0456 on 4/13/2016 and exited at 0938 on 4/13/2016. Investigation attributed the cause to dirty contacts on the cell switch located in the U2 supply breaker cubicle. This condition would have prevented the U1 supply breaker from reclosing if a loss of offsite power had occurred between 04/12/2016 at 0312 and 4/13/2016 at 0938 leaving the 1-2R LC de-energized. This caused the LC to be inoperable for Unit 1 for more than the time allowed by TS 3.8.9. This is not reportable for Unit 2 due to the unit being in Mode 5 and having the necessary portion of the electrical power distribution subsystems operable. Corrective Action: The U2 supply breaker cell switch was cycled which cleaned the contacts and the U1 supply breaker closed. Post maintenance testing verified operability. Until replacement of the U2 supply breaker cell switch, administrative controls are in place to declare U1 supply breaker inoperable when racked out until the interlock feature is verified.",['10 CFR 50.73(a)(2)(i)(B)']
"The condition reported by this LER was an expected condition which was the result of planned activities in support of a routine refueling outage. As described in the LER the U.S Nuclear Regulatory Commission (NRC) provided enforcement guidance applicable to boiling water reactor licensees that allows the reported condition. Although this allowance is provided by the NRC's enforcement guidance, the planned activities are still considered reportable as a condition prohibited by Technical Specifications (TS). Between 4/17/2013 and 5/17/2013, Susquehanna performed Operations With the Potential For Draining the Reactor Vessel (OPDRV) activities on Unit 2 while in Mode 5 without an operable secondary containment, as expected and allowed by the enforcement guidance. Although NRC Enforcement Guidance Memorandum (EGM) 11-003, Revision 1 allows the implementation of interim actions as an alternative to full compliance, this condition is still considered a condition prohibited by TS 3.6.4.1. The OPDRV activities were planned activities that were completed under the guidance of plant procedures and are considered to have low safety significance based on interim actions taken. Since these actions were deliberate, no cause determination was necessary. A license amendment request will be submitted following NRC approval of the Technical Specifications Task Force (TSTF) traveler associated with generic resolution of this issue.",['10 CFR 50.73(a)(2)(i)(B)']
"On October 7 2022 during a Liquid Penetrant examination on the embedded flaw seal weld repair of Control Rod Drive Mechanism Penetration 69 five 1/4-inch rounded indications were discovered that were determined to be unacceptable per the acceptance criteria in ASME Section III. The cause of these indications is attributed to existing mechanical discontinuities/minor subsurface voids growing or opening to the weld surface due to thermal and/or pressure stresses during plant operation. The indications were reduced to an acceptable dimension by grinding/blending the indications to meet the applicable acceptance criteria in ASME Section III. This event is reportable in accordance with ""any event or condition that results in the condition of the nuclear power plant including its principal safety barriers being seriously degraded"" since the as-found indications did not meet the applicable acceptance criterion referenced in ASME Section III to remain in service without repair.",['10 CFR 50.73(a)(2)(ii)(A)']
"On October 8, 2012, Pacific Gas and Electric Company (PG&E) identified fire areas that did not conform to Appendix R requirements and did not have proceduralized or practiced compensatory measures in place. PG&E identified these concerns in the course of responding to requests for information and questions from NRC inspectors conducting a Diablo Canyon Power Plant Triennial Fire Protection Inspection. On October 9, 2012, at 21:32 PDT, PG&E reported these concerns to the NRC in Event Notification Number 48395. PG&E established compensatory actions in accordance with the DCPP Fire Protection Program requirements and plant procedures on the discovery of each condition. PG&E reviewed the NFPA 805 project open items to ensure they complied with Appendix R or were addressed in the corrective action program with compensatory measures established as necessary. Additionally, PG&E reviewed all alternate compensatory measures (ACMs) implemented by the fire protection program to ensure that all credited ACMs were adequate to ensure safe shutdown (SSD). An extent of condition review identified no additional conditions affecting SSD analysis.",['10 CFR 50.73(a)(2)(ii)(B)']
"On March 2, 2015, it was identified that Columbia Generating Station's (Columbia) barrier impairment procedure which allowed for floor plugs in the room above the Emergency Core Cooling System (ECCS) and Reactor Core Isolation Cooling (RCIC) System pump rooms to be removed was non-conservative and Columbia had been non-compliant with Technical Specifications. Specifically, from December 3, 2014, until December 19, 2014, floor plugs over Residual Heat Removal (RHR) System B pump were removed without an adequate flood barrier resulting in RHR System B being inoperable. The barrier impairment procedure allowed for removal of ECCS or RCIC floor plugs with either a one hour flood tour or installation of a berm as a compensatory measure to maintain operability of the applicable ECCS or RCIC System. A one hour flood tour was initiated per the procedure, and a berm was erected; however, both the one hour flood tour and the berm were inadequate. Corrective actions planned to prevent recurrence includes revising the barrier impairment process.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(ii)(B)', '10 CFR 50.73(a)(2)(v)(B)', '10 CFR 50.73(a)(2)(v)(D)']"
"On December 17, 2023, while in Mode 6 with refueling operations in progress, Waterford Steam Electric Station Unit 3 identified that Technical Specification (TS) 3.9.2, Refueling Operations Instrumentation, Action (a) to suspend core alterations was not entered during Startup Channel 1 functional testing. The functional test renders the Startup Channel being tested inoperable. This resulted in non-compliance with the Technical Specification for Refueling Operations Instrumentation, 3.9.2, which requires that at a minimum, two source range neutron flux monitors shall be OPERABLE and operating, each with continuous visual indication in the control room and one with audible indication in the containment and control room in MODE 6. Startup Channel 1 was restored to operable following the performance of the functional test. The associated functional test procedure has been updated to include TS 3.9.2 requirements.",['10 CFR 50.73(a)(2)(i)(B)']
"A review of plant conditions from June 2013 revealed two instances of an operation or condition that was prohibited by Technical Specifications. The reportable conditions were the result of improper operability assessment when the B Filtration Recirculation and Ventilation System (FRVS) recirculation unit failed to start on a manual start demand on 6/24/13. As a result, two instances of Tech Spec non-compliance were identified. The first occurred on 6/10/13 and the second on 6/17/13. This was discovered during a review conducted in February 2015. In addition, routine Emergency Diesel Generator (EDG) activities created a condition that could have prevented the fulfillment of a safety function due to the failure to recognize the B FRVS recirculation unit inoperability.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(D)']"
During the performance of the quarterly flow verification the 1A Standby Liquid Control (SBLC) Pump could not obtain the Technical Specification required flow of 40 gallons per minute due to the SBLC Injection Pump 'A' Discharge Pressure Relief Valve (PSV148F029A) lifting and being unable to reseat itself. This failed to meet the requirements of Technical Specification Surveillance Requirement 3.1.7.7 and consequently the 1A SBLC pump was declared inoperable. The 'B' train of Standby Liquid Control had been unavailable during the time the 'A' was inoperable. The cause of the event was determined to be inadequate work instructions for installing the insulation on the associated relief valves. Corrective actions include additional guidance for installing insulation around the relief valves. There were no actual safety consequences associated with this event.,"['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(A)']"
"On January 18 2014 while operating at 75 percent power in Mode 1 Harris Nuclear Plant manually actuated the reactor protection system to trip Unit 1 due to indications of a fire in the 480V 1D2 transformer. After the reactor trip the auxiliary feedwater system automatically initiated and provided feedwater to the steam generators. De-energizing auxiliary bus 1D caused a temporary loss of power to the 6.9kV 1A-SA safety bus and thus the ""A"" auxiliary feedwater pump which was recovered when the ""A"" emergency diesel generator started and re-energized the 1A-SA bus. All safety systems responded as expected during this event. The root cause was determined to be a combination of age and various electro-magnetic conditions which over time led to failure of the 1D2 transformer. Corrective actions include transformer replacements and additional testing. The impact on safety due to this event is a small risk increase of approximately 3E-6/yr in delta core damage frequency.",['10 CFR 50.73(a)(2)(iv)(A)']
On May 27  2018 at 0630 EDT  the Reactor Water Cleanup (RWCU) System Isolation Differential Flow - High function was declared inoperable as a result of the RWCU Differential Flow Indicator reading downscale. This condition would have prevented the primary containment isolation valves for the RWCU system from automatically isolating on a high differential flow signal. The cause of the downscale reading was due to a capacitor failure within the square root converter. Corrective actions were taken to replace the capacitors within the square root converter and return the RWCU System Isolation Differential Flow - High function to operable on May 28  2018 at 0046 EDT. The safety related function of the RWCU System is to provide primary containment isolation upon receipt of a primary containment isolation signal  or upon indication of a high-energy line break (HELB) in the RWCU System piping in response to the following signals: low reactor water level 2; high RWCU equipment temperatures; high RWCU pump room differential temperature; or high RWCU System differential flow. Due to the availability of other automatic RWCU isolation functions as well as the ability to manually isolate RWCU  the safety significance of this event is very low. There were no radiological releases associated with this event.,"['10 CFR 50.73(a)(2)(v)(C)', '10 CFR 50.73(a)(2)(v)(D)']"
On June 30 2016 at 1715 CDT Grand Gulf Nuclear Station (GGNS) experienced an electrical power supply loss from Service Transformer 21 which resulted in power supply being lost to Division 2 (16AB Bus) and Division 3 (17AC Bus) ESF buses. This resulted in a valid actuation of Division 2 and Division 3 Diesel Generators on bus under voltage. They both automatically started and energized their respective ESF buses as designed. During this event the loss of power to the Division 2 (16AB Bus) resulted in a Division 2 RPS bus power loss which actuated a Division 2 RPS half SCRAM signal. The power loss also resulted in a loss of the Instrument Air pressure resulting in some Control Rod Scram Valves to drift open. This in turn caused the Scram Discharge Volume to fill to the point where a Division 1 RPS half SCRAM signal was initiated from Scram Discharge Volume level high on Channel 'A'. This resulted in a valid full RPS Reactor SCRAM while not critical. Instrument Air pressure was restored and the SCRAM signal was reset at 1733 CDT. Appropriate off normal event procedures were entered to mitigate the transient. All safety systems performed as expected. The Direct Cause was a failure of the taped insulation on the 'C' phase 34.5 kV Service Transformer power supply cable to the BOP 23 Transformer. The Apparent Cause was an outer tape wrap insulation failure that left a moisture path between the braid connecting the splice and the center conductor. A temporary three phase overhead line was installed to bypass the faulted 34.5 kV cable section. A planned corrective action to install a permanent underground replacement Iwas generated.,['10 CFR 50.73(a)(2)(iv)(A)']
"From May 4 through 5, 2015, during a planned Reactor Pressure Vessel (RPV) pressure test following RPV reassembly from refuel outage H1R19, Hope Creek Generating Station (HCGS) did not comply with Technical Specification Action Statement 3.5.2, action a. The plant lineup to support the RPV pressure test is classified as an Operation With the Potential to Drain the Vessel (OPDRV). Technical Specification (TS) 3.5.2, ECCS Shutdown, requires that at least two Low Pressure ECCS subsystems be OPERABLE in Operational Condition 4. The TS requires that with only one ECCS subsystem operable, two subsystems shall be restored to operable status within four hours or suspend all OPDRVs. Contrary to this requirement, HCGS conducted the RPV pressure test OPDRV activity with only one low pressure ECCS subsystem operable. This condition existed from May 4 at 0400 until May 5 at 1042, a period of 30 hours and 42 minutes. TS compliance was restored on May 5 at 1042 when a second low pressure ECCS system was returned to OPERABLE. The cause of the event was determined to be failure to properly assess the operability status of all the ECCS subsystems which could be used to meet TS 3.5.2. This conditions is being reported as a condition prohibited by TS.",['10 CFR 50.73(a)(2)(i)(B)']
"On October 20, 2023, following the performance of Integrated Test Sequencing (ITS), Unit 1 Train A Neutron Flux Monitoring System (Gamma Metrics) failed to automatically restart. ITS is performed to verify the proper response of Safeguards equipment following a Safety Injection (SI) in conjunction with a Loss of Offsite Power (LOOP). Operators questioned the reliability of the Gamma Metrics system during accident conditions and a follow-up evaluation of Gamma Metrics performance on April 3, 2024, found that both trains of the Unit 1 Gamma Metrics would be unable to automatically restart during a LOOP and had been inoperable in the past for longer than allowed by Technical Specifications (TS). The direct cause of the Gamma Metrics failure was an overload trip of the high voltage power supply (HVPS). Vendor analysis of the component is ongoing and the specific failure mode has not been determined. Results of the failure analysis will be provided in a supplemental report. Corrective actions include a temporary modification to improve power restoration to the system and a procedure revision for compensatory operator actions.",['10 CFR 50.73(a)(2)(i)(B)']
On 3/1/2012  at 1353 hours  an issue was identified with the doors for the safety related battery rooms and their normal position. Several doors to the battery rooms are held open via electromagnetic door devices. At the time  it was thought that there was no uninterruptible power to the door mechanisms  and that all the doors are expected to close in the event of a loss of offsite power (LOOP). Inadvertent closure of the doors following a momentary loss of power prevents their design function of venting hydrogen from the battery rooms and providing tornado venting pathways in the building. Compensatory measures were taken to secure the doors open to maintain the hydrogen purging and tornado venting functions. A roving fire watch was implemented to comply with the fire protection function of the doors. As an extent of condition on 3/12/12  the cable spread room (CSR) doors were also identified to utilize the same design and electrical supply configuration as the battery room doors. The CSR is located above the battery rooms in the Electric and Control (E&C) Building. Contingency actions were put in place to secure the CSR doors open and implement a fire impairment in the event of a tornado risk. On 4/11/12  it was discovered that the battery room and CSR doors have small battery backup units which could sustain the doors with adequate power to maintain their position for 45 seconds sufficient to allow AC power to be restored through the Emergency Diesel Generators (EDGs) during a tornado. However  the backup units were found to be in a state of degradation  challenging the ability of the backup batteries to maintain their power supply to the door hold-open devices during a tornado event. No recent preventive maintenance work orders exist for the inspection or replacement of these units. There were no actual safety consequences impacting the plant or public safety as a result of these events. The cause was a design process legacy issue  and current design processes are significantly different from those in place during early operation of CPNPP. The specific conditions have been addressed in the corrective action program and  along with current programs and practices  are adequate to prevent future occurrences. All times in this report are approximate and Central Time unless noted otherwise.,['10 CFR 50.73(a)(2)(ii)(B)']
"On 02/09/2015 at approximately 0504 EDT with Unit 2 in Mode 3 at zero percent power due to a scheduled refueling outage the Unit 2 ""A"" and ""C"" outboard main steam isolation valves (MSIVs) failed to close in the required fast stroke time requirements of 3 to 5 seconds. The ""2A"" outboard isolation valve closed in 6.8 seconds and the ""2C"" outboard isolation valve closed in 10.3 seconds. The surveillance tests were declared unsatisfactory and the affected Unit 2 ""A"" and ""C"" main steam lines were maintained in an isolated configuration as all the MSIVs remained closed. The cause of the unsatisfactory surveillance testing on the ""2A"" and ""2C"" outboard MSIVs was determined to be excess lubrication on the pistons and springs of the 2-way and 4-way valves of the pneumatic manifold assembly of the MSIV actuator. The excess super o-lube applied to the valve internals had become tacky causing a delay in the opening of the air supply and exhaust paths for the air operator cylinder of the MSIV actuator. As part of a broadness review additional MSIV actuators on Unit 2 were determined to be susceptible to excess lubrication. All of the associated 2-way 3-way and 4-way valves of the pneumatic manifold assemblies were replaced or inspected, cleaned, and re-lubricated. The MSIVs were then reassembled and functionality tested to ensure the isolation valves were capable of meeting their stroke time of 3 to 5 seconds. The associated surveillance tests were satisfactorily completed and the MSIVs were returned to service in concurrence with the startup of Unit 2.",['10 CFR 50.73(a)(2)(i)(B)']
On August 20  2017 at 1605 PDT  Columbia Generating Station was manually scrammed due to a rise in Main Condenser back pressure. The rise in back pressure was due to the spurious closure of the Main Condenser Air Removal Suction Valve (AR-V-1) as a result of the failure of it's associated solenoid pilot valve. Following the reactor scram and depressurization of the reactor a Level 3 actuation occurred. In addition a startup flow control valve failed which necessitated throttling of the Feedwater start-up level control isolation valve to control Reactor Pressure Vessel level. All other safety systems functioned as expected and all control rods were fully inserted. Reactor decay heat was removed via bypass valves to the main condenser. The apparent cause was the plant modification to address the single point vulnerability of the closure of AR-V-1 was not implemented in time to prevent a plant shutdown. A temporary modification has been installed to maintain AR-V-1 open for the remainder of the operating cycle. These events are reportable in accordance with regulations.,['10 CFR 50.73(a)(2)(iv)(A)']
"On April 15  2021  Donald C. Cook Unit 2 was in Mode 1 and holding at approximately 49% reactor power while performing Technical Specification (TS) surveillance testing on the Main Steam Safety Valves (MSSVs) prior to the Unit 2 Cycle 26 (U2C26) Refueling Outage. The Unit 2 Steam Generator (SG) #3 MSSV 2-SV-1A-3 and 2-SV-2B-3 as-found lift setpoint test pressures were above the TS allowable setpoint pressure band of +/- 3 percent. SG #2 MSSV 2-SV-2B-2 as-found lift setpoint was below the allowable setpoint pressure. Setpoint drift was determined as the similar cause for the affected MSSVs. Following adjustments  the MSSVs met the as-left testing criteria of +/- 1 percent lift setpoint pressure. The identified discrepancies would normally be considered to occur at the time of test. However  based on the guidance in NUREG-1022  Revision 3  for ""Multiple Test Failures""  the condition may have arisen over a period of time during the operating cycle. In accordance with NUREG-1022 guidance  MSSVs are considered to have been inoperable during plant operation, for a period longer than allowed by TS. Therefore, this event is reportable.",['10 CFR 50.73(a)(2)(i)(B)']
"On September 13, 2017, with the Davis-Besse Nuclear Power Station operating at approximately 100 percent power, Auxiliary Feed Water (AFW) Pump Turbine 1 experienced high inboard bearing temperature during performance of quarterly Surveillance Testing. The turbine was tripped, and disassembly revealed damage to the journal bearing. The bearing was replaced, and following successful post maintenance testing, AFW Train 1 was declared Operable on September 16. The cause of the bearing damage was an improperly marked oil sight glass, which allowed operation with improper bearing lubrication. The improper markings were due to the maintenance work instruction for replacing the sight glass not including dimensions or guidance for setting required operational bands. On September 26, 2017, it was identified that low inboard bearing oil level had likely existed since completion of the previous quarterly surveillance test on June 21, when an oil sample was taken following testing but the bearing was not refilled due to the improperly marked sight glass. This issue is being reported as a condition that could have prevented the fulfillment of the safety function, and as a condition prohibited by Technical Specifications.","['10 CFR 50.73(a)(2)(i)(B)', '10 CFR 50.73(a)(2)(v)(B)']"
"On December 14, 2015, an automatic reactor trip (RT) occurred due to a Turbine-Generator trip caused by a fault on 345 kV feeder W96 transmission tower IP3-4. All control rods fully inserted and all required safety systems functioned properly. The plant was stabilized in hot standby with decay heat being removed by the condenser. The auxiliary feedwater system actuated as expected due to steam generator low level from shrink effect. Inspections identified that an electrical fault damaged the 345 kV Transmission Tower line insulators. Direct cause of the RT was radial flashover of insulators on C phase of the 345 kV feeder W96 line at Transmission Tower IP3-4. The most likely cause is a pre-existing damaged insulator as a result of a prior flashover event that resulted in a repeat flashover due to environmental conditions. A single event with multiple flashovers associated with reduced insulation resistance due to a bird streamer is possible but less likely. Transmission Tower design does not have barriers to prevent avian perching on feeder towers. Corrective actions included inspection of Transmission Tower line insulators and ancillary hardware and replacement of damaged insulators and hardware. The preventive maintenance (PM) scope for the Unit 2 345 kV and 138 kV feeders was revised to include inspection and cleaning of Transmission Tower line insulators and hardware. An action request was generated to implement PM Template ENN-EP-G-004, Attachment 7.7, and Model Work Orders were revised and thermography and corona camera inspections performed. Bird guards will be installed on Entergy owned 345 kV and 138 kV Transmission Towers to preclude the effects of bird streaming. The event had no effect on public health and safety.",['10 CFR 50.73(a)(2)(iv)(A)']
On May 21  2012  at 2:52 p.m.  while the plant was operating at 100% power  an automatic reactor scram occurred due to a partial loss of vacuum in the main condenser. This condition initially caused a trip of the main turbine  and the fast closure of the turbine control valves provided the actuation signal to the reactor protection system (RPS). Main condenser vacuum remained within the operating limits for use of the main turbine bypass valves  thus reactor pressure was automatically controlled following the initial transient. The reactor feedwater system remained in service. The decrease in main condenser vacuum resulted from the loss of two of four circulating water pumps. This condition was caused by the failure of a splice in one of three 13.8kV cables providing power to half of the 4160V switchgear at the circulating water structure. The splice failure resulted in a small fire inside a manhole located outside the protected area. The plant fire brigade confirmed the fire was out within approximately 24 minutes of the onset of the event. Six reactor safety-relief valves actuated in response to the main turbine trip. The reactor core isolation cooling (RCIC) system steam supply valve automatically closed due to a false high-flow signal from the steam flow sensors. The system was restored to its standby configuration at 5:36 p.m. No plant parameters requiring the automatic actuation of the RCIC system were exceeded during the event. The failed splice was replaced  and the other cables in the circuit were tested for integrity  resulting in the replacement of one other splice. There were no safety-related systems out of service at the time of the event.,['10 CFR 50.73(a)(2)(iv)(A)']
On January 9  2016  at approximately 2:37 a.m. CST  with the plant operating at 100 percent power  an automatic reactor scram occurred concurrent with the closure of all main steam isolation valves (MSIVs). That action was the result of an electrical transient caused by a phase-to-phase fault on a nearby 230kV transmission line. The transient caused a momentary decrease in the voltage on both reactor protection system busses  which also power the MSIV control solenoids. The Division 2 primary containment isolation logic was also actuated  causing the Division 2 valves in balance-of-plant systems to close. Both divisions of the standby gas treatment system automatically started due to the shutdown of the normal annulus pressure control system. Both reactor recirculation pumps downshifted to slow speed. The company's transmission department investigated the event. Although no definite source of the fault was found  it was concluded that a lightning strike likely caused the transient. The fault occurred on a 230kV transmission line approximately three miles from the station. The fault lasted for 5.4 cycles before it was isolated by automatic breaker action  and caused the voltage on the switchgear supplying the RPS busses to decrease to approximately 34 percent of normal. This transient was sufficient to trip the scram solenoids and the MSIV solenoids. No plant parameter limits requiring the automatic actuation of any of the emergency core cooling systems or the emergency diesel generators were exceeded. This event  thus  was of minimal significance to the health and safety of the public.,['10 CFR 50.73(a)(2)(iv)(A)']
